327 13156 58179
0 0     5.955828e+02 2.005725e+02
303 9402     -5.575164e+02 2.449732e+02
303 8855     -5.320262e+02 2.380486e+02
303 999     2.842552e+02 -1.117789e+02
303 942     6.007001e+01 -1.011305e+02
303 5671     1.225824e+01 -1.009718e+02
303 9401     -2.066705e+02 7.128528e+01
303 929     2.190830e+02 6.767621e+01
303 4229     7.789844e+02 5.803339e+01
303 4227     7.440692e+02 4.433984e+01
303 5746     2.209749e+02 3.993048e+01
303 4217     -2.905151e+01 -3.816467e+00
303 951     2.211552e+02 -6.677612e+00
303 8839     6.388744e+02 -8.527039e+00
303 964     -1.540826e+01 -2.605872e+01
303 1030     2.324169e+02 -3.283710e+01
303 8856     6.921399e+02 -5.384296e+01
303 5725     2.097314e+01 9.811697e+01
303 5699     3.538989e+01 8.506299e+01
303 5751     -2.683881e+01 -3.701697e+01
303 5649     3.925134e+01 -2.964484e+02
303 5741     -4.368225e+01 -1.145700e+02
303 5643     5.383008e+02 3.610913e+01
304 13079     4.042664e+01 -2.795239e+02
304 13072     -6.466976e+02 1.451156e+02
304 7795     -6.835929e+02 -6.240344e+01
304 11633     1.508837e+02 3.190625e+01
304 12994     4.882588e+02 4.670935e+01
304 7799     -1.336694e+02 -3.298108e+01
304 7800     -2.002020e+02 -2.520087e+01
304 11541     2.555273e+02 -3.382037e+01
304 7801     -1.408901e+02 3.225781e+01
304 11607     3.531189e+02 7.336218e+01
304 7806     -3.438410e+02 1.205002e+02
304 11605     2.096227e+02 1.016858e+02
304 13071     5.730140e+02 -9.601031e+01
304 7807     -1.619612e+02 1.524534e+02
304 10511     -3.733648e+02 1.851150e+02
304 8427     -4.817533e+02 2.119355e+02
304 13086     6.185394e+02 -1.090639e+02
304 11631     -2.604376e+01 1.019301e+02
304 7816     -6.365191e+02 2.769408e+02
304 85     -4.463828e+02 3.269897e+01
304 7814     -3.443003e+02 2.276548e+02
304 7818     -2.956434e+02 8.666486e+01
304 6507     5.653186e+02 1.924738e+01
304 8428     3.375828e+02 6.121570e+01
304 5025     -1.819304e+02 -4.700726e+01
304 11975     3.055883e+02 -9.049683e-01
304 10506     -4.298395e+01 2.320135e+01
304 1769     -3.813599e+02 3.229681e+01
304 11609     3.654576e+02 3.677533e+01
304 11634     3.857645e+02 5.849194e+01
304 155     -6.476626e+02 6.786072e+01
304 1787     -4.473571e+02 7.331042e+01
304 7827     -3.799234e+02 1.216467e+02
304 7811     -5.292715e+02 1.537420e+02
304 13009     -5.762842e+02 1.535790e+02
304 7828     -1.436083e+02 1.807381e+02
304 6546     1.972944e+02 -1.008945e+02
304 11608     -6.134530e+02 1.965651e+02
304 10513     7.583429e+01 -1.569860e+02
304 7830     -1.419883e+02 -1.450826e+02
304 5035     1.336219e+02 -1.034084e+02
304 560     -6.830105e+02 -6.225342e+00
304 6512     -3.502832e+01 -9.635944e+01
304 5037     1.036464e+02 -9.349121e+01
304 5036     3.883380e+01 -9.398340e+01
304 6545     -1.405393e+02 -7.387250e+01
304 4831     -6.855996e+02 -4.090082e+01
304 6510     2.564274e+02 -9.519507e+01
304 6888     -7.023712e+01 -3.814099e+01
304 7835     -7.742827e+02 1.618494e+01
304 9687     -7.793886e+02 7.617297e+01
304 10649     -3.795463e+02 7.574084e+01
304 12453     1.863939e+02 7.476190e+01
304 13102     2.326190e+01 5.067902e+01
304 4861     -4.978743e+02 3.272803e+01
304 6144     1.669052e+02 -9.148676e+01
304 9772     4.613995e+01 1.752905e+01
304 4823     -6.618474e+02 1.068256e+01
304 123     -6.058124e+02 1.247784e+01
304 121     -5.683075e+02 1.003619e+01
304 120     -5.300175e+02 8.509338e+00
304 6517     1.325431e+02 7.773743e+01
304 7821     -4.973004e+02 9.794553e+01
304 7840     -1.858021e+02 1.089690e+02
304 12727     -5.801582e+02 1.104560e+02
304 11581     -1.908576e+02 1.759969e+02
304 7837     -3.478290e+02 2.742256e+02
304 1990     -4.116335e+02 -2.801758e+00
304 1809     -4.891286e+02 7.785278e+00
304 10558     2.986851e+02 -2.101765e+02
304 618     -4.983770e+02 -1.622402e+02
304 13018     5.506107e+02 -1.514146e+02
304 5232     -4.181153e+02 -1.399382e+02
304 11968     6.492308e+02 -1.363591e+02
304 13100     3.458751e+02 -1.211935e+02
304 5038     6.782745e+01 -1.037319e+02
304 6522     -6.637158e+01 -1.032648e+02
304 13113     2.862891e+02 -9.241730e+01
304 1996     -6.369368e+02 -2.986041e+01
304 13114     2.910869e+02 -4.008929e+01
304 13098     6.709763e+02 -4.674188e+01
304 12728     3.561127e+02 -5.633813e+01
304 10524     -6.178893e+02 -8.863696e+01
304 7842     -5.219899e+02 -1.668741e+02
304 7846     -5.677104e+02 -8.953387e+01
304 2906     -5.204167e+02 -9.110986e+01
304 13127     -4.071382e+02 -9.123566e+01
304 6521     -1.580070e+02 -9.375366e+01
304 6519     2.260653e+02 -9.156897e+01
304 10294     -5.384785e+02 -8.878094e+01
304 718     -5.753896e+02 2.961023e+01
304 6548     5.877732e+02 -7.059692e+00
304 6528     1.687963e+02 6.111267e+01
304 1528     -4.102760e+02 5.730951e+01
304 6527     -3.775024e+02 5.821246e+01
304 13117     2.827358e+02 5.645129e+01
304 13111     2.462841e+02 5.538629e+01
304 7894     -7.638822e+02 4.712781e+01
304 2040     -7.820303e+02 4.410223e+01
304 7922     -6.549505e+02 3.269183e+01
304 6541     2.975336e+01 -1.863098e+00
304 166     -5.468206e+02 2.821240e+01
304 4907     -7.293216e+02 1.346118e+01
304 1524     -4.441299e+02 7.665283e+00
304 1808     -3.775085e+02 9.295044e+00
304 119     -4.626553e+02 6.800903e+00
304 6523     -3.099475e+01 6.711426e-01
304 6487     -9.503577e+01 2.321991e+01
304 1351     -4.103622e+02 7.080688e+00
304 10012     2.379041e+02 5.834961e+00
304 12733     2.683735e+02 -6.337140e+01
304 2000     -4.881335e+02 -9.748376e+01
304 7938     -6.759638e+02 7.168427e+01
304 7879     -2.373108e+02 1.967473e+02
304 7887     -4.178993e+02 1.763508e+02
304 2028     -5.039882e+02 1.500234e+02
304 7860     -6.311248e+02 1.176697e+02
304 7869     -1.967829e+02 -1.080320e+02
304 671     -7.515705e+02 -1.226990e+02
304 10034     7.193285e+02 -1.457477e+02
304 1999     -5.924899e+02 -1.569681e+02
304 7870     -3.119713e+02 -1.553367e+02
304 10526     -1.563593e+02 -2.305837e+02
304 7901     -3.777354e+02 -4.153881e+02
304 13002     -5.506715e+02 -7.000000e+01
304 11630     4.651270e+02 -2.212872e+01
304 13101     6.290912e+02 -4.345056e+01
304 9963     3.736040e+02 -6.171796e+01
304 7871     -6.615476e+02 -6.953552e+01
304 2001     -4.883611e+02 -6.964972e+01
304 7866     -3.981534e+02 -7.189349e+01
304 3226     -2.639565e+02 -7.268341e+01
304 6547     -2.468803e+02 -7.215344e+01
304 5050     -2.132591e+02 -9.318506e+01
304 6518     -1.187790e+02 -9.272290e+01
304 10952     -1.759669e+02 -9.435724e+01
304 6533     3.136512e+02 1.020737e+02
304 8482     -4.683351e+02 1.332801e+02
304 11621     -3.738890e+02 1.277735e+02
304 7858     -3.203217e+01 1.277382e+02
304 12997     -2.507335e+02 1.245354e+02
304 10553     -6.743127e+01 1.218568e+02
304 6526     3.011547e+02 1.184731e+02
304 311     -4.091888e+02 9.956702e+01
304 1848     -4.257500e+02 8.176276e+01
304 7831     -9.506470e+01 6.532935e+01
304 6524     2.615564e+02 6.597052e+01
304 6537     2.068454e+02 5.746112e+01
304 2006     -5.353991e+02 4.764301e+01
304 13006     2.654980e+02 4.502356e+01
304 2161     4.621344e+01 4.071692e+01
304 12457     -1.593933e+02 3.267535e+01
304 10547     -2.782294e+02 2.625259e+02
304 10543     -2.646116e+02 2.415578e+02
304 165     -6.355582e+02 3.063617e+01
304 8465     -2.923923e+02 2.295165e+02
304 13024     -3.142906e+02 2.106249e+02
304 7886     -3.291107e+02 1.840544e+02
304 7876     -4.356241e+02 1.715112e+02
304 7875     -1.434800e+02 1.587856e+02
304 10688     -2.145898e+02 1.395963e+02
304 7895     -2.360967e+02 -1.391351e+02
304 6500     8.836646e+01 -7.178052e+01
304 2985     -4.555857e+02 -9.744165e+01
304 8059     4.149535e+02 -1.109642e+02
304 1870     -1.223661e+02 -1.289703e+02
304 1872     -8.699365e+01 -1.425672e+02
304 4899     1.032169e+02 -2.007119e+02
304 2022     -6.111209e+02 3.033093e+01
304 11662     9.090765e+01 -2.701599e+00
304 2034     -7.007031e+02 -3.758911e+00
304 13128     1.143823e+02 -4.999207e+00
304 6534     1.266553e+02 -5.306213e+00
304 6535     2.725876e+02 -1.096368e+01
304 8264     -9.355847e+01 -1.243567e+01
304 10538     2.136365e+01 -1.745538e+01
304 13103     6.827418e+02 -2.035040e+01
304 5056     -1.609671e+02 -4.035291e+01
304 13118     2.895399e+02 -6.149518e+01
304 12236     4.296525e+02 -1.190195e+02
304 10536     2.573223e+02 -1.449358e+02
304 6515     1.584265e+01 -7.821228e+01
304 6531     2.497111e+02 1.105917e+02
304 10551     -6.940959e+02 7.803223e+00
304 6530     2.772347e+02 1.366365e+02
304 4840     -2.795631e+02 1.385570e+02
304 7877     -2.955191e+02 1.810001e+02
304 8502     -1.852375e+02 1.533687e+02
304 8544     -4.573763e+02 1.436730e+02
304 8464     -8.847449e+01 1.406494e+02
304 13107     5.851162e+02 -5.131549e+01
304 4821     -1.672452e+02 1.279453e+02
304 6532     -7.935547e+01 9.979950e+01
304 11620     2.862948e+02 8.987619e+01
304 10549     -5.625882e+02 2.534911e+02
304 12736     -6.483152e+02 2.499139e+02
304 11619     -3.012189e+02 2.168001e+02
304 8438     -5.564785e+02 2.069863e+02
304 9805     8.630145e+01 -3.434930e+01
304 2043     -5.599589e+02 3.869971e+01
304 13119     -1.231758e+02 3.309674e+01
304 2038     -5.983495e+02 3.057697e+01
304 2037     -5.601083e+02 2.699902e+01
304 1701     -5.191555e+02 2.627173e+01
304 2041     -4.792823e+02 2.412054e+01
304 4835     -3.941144e+02 4.934564e+01
304 4847     -7.495374e+02 -5.786743e-01
304 9800     1.887903e+02 -9.445129e+00
304 11650     3.389059e+02 -7.694336e+00
304 13105     5.739393e+02 -3.072656e+01
304 2876     -3.469921e+02 -1.336475e+01
304 2047     -6.090205e+02 -3.048999e+01
304 9146     2.051797e+02 8.547437e+01
304 2054     -5.371907e+02 8.228168e+01
304 6503     -3.199707e+01 7.651141e+01
304 7863     3.263733e+00 6.962787e+01
304 4829     -4.267570e+02 5.117810e+01
304 314     -7.424078e+01 -1.416217e+02
304 11667     4.660861e+02 -1.566324e+02
304 2139     6.100128e+01 -1.582496e+02
304 317     -6.044981e+02 -1.777601e+02
304 8046     -3.948853e+02 -1.010973e+02
304 2946     -6.594113e+02 -8.292670e+01
304 11671     1.585063e+02 -8.508923e+01
304 11623     -2.705944e+02 -8.640100e+01
304 7898     7.231323e+00 -8.717029e+01
304 8523     3.138275e+02 -8.941943e+01
304 11655     5.874817e+02 -8.874701e+01
304 7896     1.807861e+01 -9.092145e+01
304 11672     4.968149e+02 -9.399597e+01
304 5088     -3.590449e+02 -9.661829e+01
304 8492     -2.308558e+02 -9.663824e+01
304 2192     3.463881e+02 -9.831195e+01
304 10545     -3.233286e+02 -1.011332e+02
304 5090     -3.512943e+02 -1.066059e+02
304 2266     3.395587e+02 -1.149176e+02
304 2267     -1.108007e+02 -1.187656e+02
304 6901     -7.692327e+02 -1.206562e+02
304 10575     -7.312409e+02 -1.194229e+02
304 4266     -4.008894e+02 -1.213597e+02
304 376     -1.343560e+02 -1.198257e+02
304 2206     5.354370e+01 -1.200809e+02
304 13120     2.588551e+02 -1.209141e+02
304 13104     3.990334e+02 -1.213112e+02
304 10541     2.257311e+02 -7.379401e+01
304 4911     -6.706513e+02 -2.330841e+01
305 5757     -5.575122e+02 -7.930878e+01
305 11694     6.752324e+02 -1.016706e+02
305 4138     3.104614e+00 -9.337952e+01
305 11693     5.119709e+02 1.171958e+02
305 10239     -1.081360e+02 3.191089e+01
305 817     -4.866571e+01 -3.804089e+01
305 4243     4.241235e+01 -1.947496e+02
305 13046     -5.155460e+02 8.866232e+01
305 4134     -5.700024e+01 7.686792e+01
305 4142     -6.391061e+02 3.101569e+01
305 4147     -4.883867e+02 2.997913e+01
305 10142     -3.505264e+02 -3.532263e+01
305 821     -1.092374e+02 -7.656622e+01
305 10238     -2.866902e+02 -1.744325e+02
305 11696     5.253953e+02 -4.809607e+01
305 1756     -5.674348e+02 2.021028e+02
305 11698     4.769690e+02 1.455065e+02
305 4140     8.049286e+01 1.274385e+02
305 9853     -1.608022e+02 7.512268e+01
305 13097     5.820325e+01 7.809662e+01
305 10391     -2.485610e+02 5.135767e+01
305 4157     -6.086581e+02 -3.076862e+01
305 5631     -2.086917e+02 -9.424255e+01
305 826     -6.464487e+02 -1.784358e+02
305 10339     -6.015216e+02 -1.779150e+02
305 828     -1.638917e+02 -1.002413e+02
305 4199     -2.105931e+02 -3.413222e+02
305 11708     7.041512e+02 -4.382477e+01
305 7022     2.210260e+01 6.990735e+01
305 6288     -1.983429e+01 1.061079e+02
305 4154     -5.063098e+01 1.439635e+02
305 841     -1.746849e+02 1.428659e+02
305 11714     3.584475e+02 3.164073e+02
305 7020     4.461962e+02 1.190774e+02
305 10892     -6.377924e+02 -3.339556e+02
305 10148     -3.530695e+01 -1.812615e+02
305 7025     2.818309e+02 -3.324475e+01
305 848     5.773639e+01 7.113629e+01
305 1778     -7.092811e+02 5.666003e+01
305 8554     -6.835257e+02 5.575922e+01
305 5642     4.795605e+01 3.959692e+01
305 866     -5.325444e+02 -1.332031e+00
305 11707     5.762904e+02 -2.106293e+01
305 7024     3.513796e+02 8.315381e+01
305 7023     9.731409e+01 9.426346e+01
305 12949     7.045991e+02 1.235188e+02
305 11702     5.770138e+02 2.027289e+02
305 4144     8.709998e+01 -8.521588e+01
305 10788     1.674747e+02 -4.918408e+01
305 7011     5.741852e+01 -1.716300e+02
305 842     -6.722211e+01 -1.566938e+02
305 10158     4.169531e+01 -1.252694e+02
305 900     1.720544e+02 -1.043270e+02
305 7047     -2.069075e+02 2.202061e+02
305 10332     1.744318e+02 8.862943e+01
305 855     -1.766086e+02 9.614963e+01
305 857     -4.972474e+02 7.200983e+01
305 11726     6.008848e+02 1.238447e+02
305 13051     -3.436321e+02 3.996997e+01
305 4172     2.484326e+01 3.060175e+01
305 11815     -8.180255e+01 2.836859e+01
305 7027     3.014495e+02 -5.705566e-01
305 7033     -2.890991e+02 2.005676e+02
305 12980     5.970697e+02 2.756941e+02
305 12960     3.319423e+02 2.313541e+02
305 10357     -1.467570e+02 2.124156e+02
305 9861     -4.232361e+00 2.025812e+02
305 1805     -6.417314e+02 -7.627637e+01
305 5663     -9.463074e+01 1.569475e+02
305 7048     -2.364734e+01 1.380492e+02
305 2178     -5.041201e+02 -9.577454e+01
305 12970     1.209490e+02 -9.747369e+01
305 899     -7.266713e+02 -1.091130e+02
305 1932     -6.044868e+02 -1.092657e+02
305 12714     8.055585e+01 -1.282116e+02
305 1933     -6.784309e+02 -1.489630e+02
305 12699     -3.536578e+01 -1.469380e+02
305 13087     -1.181781e+01 -1.665968e+02
305 835     -4.731360e+02 7.062427e+01
305 11720     7.096910e+02 2.100818e+01
305 1000     -4.380360e+02 -1.894067e+01
305 4222     -8.500000e+01 -1.435144e+01
305 9396     2.314520e+01 -4.284058e-01
305 935     -2.596922e+02 1.675555e+01
305 5718     -2.974118e+02 1.727417e+01
305 5703     5.645020e+01 -3.125232e+01
305 5688     -5.837051e+02 -8.101465e+01
305 5704     -5.916736e+01 2.217950e+01
305 915     7.635120e+01 2.381842e+01
305 7070     2.549182e+02 3.146460e+01
305 859     -2.633136e+01 3.125867e+01
305 1962     -7.297039e+02 3.190607e+01
305 912     -7.794531e+02 3.448157e+01
305 886     -2.847343e+02 -5.138147e+01
305 1948     -6.030766e+02 -7.616968e+01
305 10358     -7.586225e+02 -6.469611e+01
305 10360     1.054435e+02 -6.495892e+01
305 964     -7.113724e+02 -6.526123e+01
305 965     6.150293e+01 -6.073358e+01
305 880     -4.854686e+02 -7.679419e+01
305 5744     1.246558e+02 -4.840228e+01
305 863     -5.289335e+02 -4.162958e+01
305 902     -3.690228e+01 -9.554034e+01
305 890     -7.279879e+02 -3.854810e+01
305 892     -7.718404e+02 -3.562146e+01
305 819     4.985951e+02 1.655642e+02
305 12969     4.564580e+02 1.628815e+02
305 7028     2.924481e+02 2.994507e+02
305 12979     6.995463e+02 3.286639e+02
305 7039     1.693785e+02 1.176491e+02
305 7014     2.796843e+02 5.956610e+01
305 7034     4.678335e+02 6.180438e+01
305 10263     -3.891956e+02 6.334436e+01
305 10842     -6.243754e+02 7.310339e+01
305 5680     -2.184349e+02 7.476276e+01
305 10262     -4.401863e+02 8.178821e+01
305 10261     -2.187380e+02 9.670276e+01
305 5800     -5.881634e+02 1.006748e+02
305 9858     -2.331591e+02 3.725562e+01
305 11728     6.694303e+02 1.317674e+02
305 12961     3.358109e+02 1.539381e+02
305 911     -1.504778e+02 1.597514e+02
305 13129     5.766486e+02 1.638694e+02
305 907     -1.927066e+02 -1.677388e+02
305 942     -6.236706e+02 -1.498574e+02
305 896     -4.917430e+02 -1.459590e+02
305 7053     -2.681765e+02 -1.394150e+02
305 5692     -2.827088e+02 -1.097702e+02
305 5808     -4.258165e+02 -1.102714e+02
305 897     -5.442916e+02 -1.110715e+02
305 1952     -5.843647e+02 -1.101127e+02
305 4175     1.755226e+02 -1.082286e+02
305 7051     -4.850622e+02 -1.084872e+02
305 1950     -6.424825e+02 -1.087084e+02
305 10346     -1.435800e+02 1.221002e+01
305 917     3.325331e+02 2.111139e+01
305 5715     1.351516e+02 2.080499e+01
305 11050     -2.810192e+02 2.218292e+01
305 7045     3.741014e+02 2.385150e+01
305 1817     -5.326847e+02 3.094464e+01
305 7036     4.869924e+02 4.072144e+01
305 5731     4.196008e+01 4.198541e+01
305 928     -1.522512e+02 4.550922e+01
305 10384     6.360138e+01 1.259576e+01
305 3741     9.125763e+01 5.020905e+01
305 8997     -4.420492e+02 5.041949e+01
305 7060     4.485409e+02 6.029016e+01
305 7063     7.652979e+01 6.013220e+01
305 1966     -7.501801e+02 7.323358e+01
305 10843     -7.610776e+02 8.370020e+01
305 3738     -6.263568e+02 -1.124554e+01
305 951     -4.402758e+02 -4.754926e+01
305 1876     -7.109664e+02 -4.680328e+01
305 12336     1.195257e+02 -3.526147e+01
305 10381     -2.684131e+01 -1.044513e+01
305 11748     5.894152e+02 -7.641968e+00
305 5747     1.487530e+02 -4.913574e+00
305 10382     9.180817e+01 -2.543396e+00
305 1044     -4.190967e+02 9.475098e-01
305 1825     -4.394648e+02 2.504761e+00
305 876     -4.218738e+01 3.422607e+00
305 970     1.222896e+02 1.037982e+01
305 10792     2.226035e+02 1.877976e+02
305 12985     3.928845e+02 1.897906e+02
305 12968     4.098170e+02 1.649714e+02
305 7066     -2.025001e+02 2.029945e+02
305 11768     6.923938e+02 2.149713e+02
305 11730     -2.166630e+02 1.351703e+02
305 10269     -2.716368e+02 9.468408e+01
305 7058     4.257047e+02 9.910315e+01
305 11765     -1.597360e+02 1.169447e+02
305 7059     -3.082269e+02 1.272638e+02
305 6299     -6.589722e+00 -5.113965e+01
305 10176     -1.430076e+02 1.424944e+02
305 12989     7.189221e+02 1.545133e+02
305 11757     6.838236e+02 1.580208e+02
305 10406     -2.234343e+02 1.564586e+02
305 10374     1.445342e+02 -1.413159e+02
305 10375     2.508490e+01 -1.410723e+02
305 8355     -5.984815e+02 -1.372706e+02
305 1970     -5.841579e+02 -1.347741e+02
305 3328     -6.710810e+02 -1.276117e+02
305 12379     1.422778e+02 -1.126483e+02
305 5748     -7.811874e+02 -1.041583e+02
305 4224     4.318970e+01 -1.015626e+02
305 956     1.032888e+02 -9.384753e+01
305 3754     -1.980253e+02 -8.724878e+01
305 961     -5.333838e+01 -7.680457e+01
305 954     -7.244280e+02 -7.659302e+01
305 1058     -4.419728e+02 -6.488983e+01
305 4312     -7.700449e+02 -5.217596e+01
305 10024     -7.477896e+02 -1.673040e+02
305 12377     -1.240729e+02 -1.649765e+02
305 1945     -7.150419e+02 -1.644718e+02
305 10484     -4.413094e+02 -1.600488e+02
305 1971     -7.239673e+02 -1.533990e+02
305 941     -5.249602e+02 -1.478797e+02
305 5738     -3.036003e+02 -1.428085e+02
305 10372     -1.328657e+02 -1.525547e+02
305 929     -4.408324e+02 3.316046e+01
305 10249     -1.423958e+02 2.986554e+01
305 934     -1.683566e+02 1.429771e+02
305 920     4.844147e+02 2.319937e+02
305 12323     -2.742511e+02 2.382424e+02
305 10371     6.815747e+01 1.603846e+02
305 10388     -4.272253e+01 3.471771e+01
305 12978     3.573031e+02 3.484645e+02
306 9330     -4.915001e+02 1.519195e+02
306 10181     4.079473e+02 5.989523e+01
306 9331     -2.785767e+00 2.008329e+02
306 9332     -5.332907e+02 3.582189e+02
306 9549     -7.439178e+01 1.334503e+02
306 9184     -1.645306e+02 1.752336e+02
306 5022     2.058552e+02 2.115337e+02
306 5209     -5.804670e+02 4.596219e+01
306 9548     7.434668e+01 2.998577e+02
306 9333     -5.294769e+01 -2.937221e+02
306 9334     7.005912e+02 2.130505e+01
306 9555     -2.323705e+02 1.681258e+02
306 4516     -3.102819e+02 7.066425e+01
306 9189     -4.250106e+02 2.816772e+01
306 6085     -2.387637e+02 -1.868644e+02
306 9335     3.620728e+02 -1.953738e+02
306 9552     6.337830e+02 3.694758e+02
306 6686     3.379336e+02 1.911682e+00
306 4821     -5.903931e+00 6.760077e+01
306 9190     1.106968e+02 1.067938e+02
306 10197     -5.087144e+02 1.371338e+02
306 5038     2.621569e+02 -2.791003e+02
306 1988     -3.356833e+02 -1.027646e+02
306 4857     6.499612e+02 -2.535034e+02
306 9344     -2.157855e+01 -2.829586e+02
306 13092     1.028590e+02 -2.208076e+02
306 9342     3.568402e+02 -8.241748e+01
306 4507     3.154014e+02 -1.142461e+02
306 4506     1.424734e+02 -1.258876e+02
306 10207     -1.397996e+02 2.722154e+02
306 9350     -7.227252e+02 1.111522e+02
306 4509     -1.265862e+02 4.606375e+01
306 9346     7.575785e+02 3.643729e+01
306 8472     7.281350e+02 7.032776e+00
306 5075     9.737677e+01 -1.087531e+01
306 1786     -3.369401e+02 -4.272314e+01
306 1785     -2.891239e+02 -4.230951e+01
306 1787     -3.952708e+02 -5.177130e+01
306 4518     -6.979860e+02 -7.163428e+01
306 2121     -3.688873e+01 -7.338306e+01
306 9339     5.514951e+02 -7.877411e+01
306 2927     4.906150e+02 -8.652240e+01
306 9341     2.387904e+02 1.669179e+02
306 10208     -6.964174e+02 1.732001e+02
306 10217     -2.930060e+02 3.149682e+02
306 123     -6.325343e+02 -1.547145e+02
306 6113     6.786472e+02 4.375000e+00
306 4865     -1.147400e+02 -2.724948e+02
306 9349     -4.691847e+02 -1.132184e+02
306 2210     -2.587559e+02 -2.974726e+02
306 6670     -7.731573e+01 -2.872154e+02
306 13127     -6.177932e+02 -2.846122e+02
306 5050     -2.923127e+02 -2.762814e+02
306 6216     7.679535e+02 -2.186693e+02
306 5236     -3.834989e+02 -1.620297e+02
306 9354     5.628093e+02 -1.687950e+02
306 4866     5.015133e+02 -2.504553e+02
306 9355     4.847139e+02 -1.713923e+02
306 9356     2.875223e+02 -1.801619e+02
306 560     -7.434008e+02 -1.842897e+02
306 9345     3.456450e+02 -2.146400e+02
306 1808     -2.850551e+02 -1.389856e+02
306 6690     6.900092e+01 -1.325198e+02
306 7489     -7.038586e+02 -1.313420e+02
306 5067     3.556910e+02 -1.165805e+02
306 5044     -8.393231e+01 -9.198029e+01
306 6683     1.560199e+01 -6.882300e+01
306 2156     -4.590409e+02 -1.502425e+02
306 2227     -3.386592e+02 -7.068536e+01
306 6702     6.476508e+01 -4.894745e+01
306 4519     3.344155e+02 -4.357642e+01
306 9044     5.504401e+02 -3.951331e+01
306 658     -6.503026e+02 -3.925623e+01
306 4891     2.075016e+02 -2.538701e+02
306 119     -4.169815e+02 -1.489370e+02
306 4874     3.541941e+02 -2.503047e+02
306 4867     -2.008568e+02 -2.493673e+02
306 1996     -6.765151e+02 -2.171085e+02
306 4526     -5.716815e+02 -2.111388e+02
306 4550     -4.551602e+02 -2.100227e+02
306 10525     -6.816322e+02 -1.588708e+02
306 4878     -5.224850e+02 -1.534657e+02
306 9693     -5.781005e+02 -1.548005e+02
306 283     -4.688410e+02 1.491473e+01
306 9360     -6.728849e+02 2.577285e+02
306 9559     -3.522914e+02 2.438833e+02
306 9372     -7.195155e+02 1.973627e+02
306 1994     -3.654815e+02 -7.733093e+00
306 5064     6.431653e+01 6.457153e+00
306 5226     -8.421429e+01 1.517609e+01
306 6696     -1.680812e+02 -9.106079e+00
306 9347     6.543064e+02 2.549857e+01
306 9188     -6.378003e+01 7.074625e+01
306 9378     1.887755e+02 1.098854e+02
306 6699     6.627734e+01 9.893906e+01
306 6646     4.467184e+02 -3.969751e+01
306 11891     3.685586e+02 7.297964e+01
306 9358     3.904609e+02 4.023740e+01
306 13108     2.129590e+02 2.242032e+01
306 4912     -6.241326e+02 -7.536865e+00
306 1848     -3.645513e+02 -3.841089e+01
306 13093     1.449557e+02 2.437373e+02
306 9369     -3.575775e+01 3.125333e+02
306 5164     -4.020946e+02 2.605509e+02
306 10219     -2.182709e+02 2.123198e+02
306 6742     2.266522e+01 2.117586e+02
306 9389     6.425016e+02 -3.468934e+02
306 6695     1.838215e+02 -2.675634e+02
306 4896     5.567957e+02 -2.780258e+02
306 6701     1.501404e+01 -5.265723e+01
306 2000     -7.539257e+02 -2.981810e+02
306 1870     -1.243370e+02 -3.279077e+02
306 9385     -5.882080e+02 -2.554854e+02
306 4895     3.803738e+02 -2.672881e+02
306 6716     2.761702e+02 -6.194702e+01
306 9376     -6.469205e+02 -1.309762e+02
306 718     -5.905261e+02 -1.290513e+02
306 4532     -3.362723e+02 -1.465803e+02
306 9561     4.609805e+02 -1.883550e+02
306 9579     -6.348995e+02 -2.186974e+02
306 6218     3.910507e+02 -2.399330e+02
306 9363     -7.486191e+02 -2.543456e+02
306 9362     -4.155762e+02 -2.510496e+02
306 9373     6.012634e+01 -2.544254e+02
306 6694     1.278215e+02 -2.523430e+02
306 9387     -7.003573e+02 -2.572854e+02
306 9392     6.589530e+02 -9.163062e+01
306 9381     3.460031e+02 6.535645e+00
306 13130     -6.169029e+02 -1.029757e+02
306 13094     -1.204832e+02 1.607409e+02
306 9202     -2.857885e+02 1.264212e+02
306 4520     6.437496e+02 1.220773e+02
306 4835     -3.123902e+02 -7.999585e+01
306 11804     2.069301e+02 8.989526e+01
306 11814     -4.031163e+02 7.305441e+01
306 3054     -5.591886e+02 -4.875665e+01
306 9382     3.793187e+02 -1.029797e+01
306 10572     4.386566e+02 -2.897717e+02
306 9205     2.901312e+02 -2.869742e+02
306 9196     1.044944e+02 -1.145316e+02
306 10206     -4.120249e+02 1.736641e+02
306 6741     2.719032e+02 1.936846e+02
306 9567     -2.552548e+02 2.469813e+02
306 9368     9.095007e+01 2.645716e+02
306 9566     1.101410e+02 2.667814e+02
306 9367     7.302173e+01 2.715945e+02
306 11887     -5.107267e+02 2.814118e+02
306 6745     5.063660e+01 2.920817e+02
306 8006     -6.127948e+02 -3.288770e+02
306 9388     3.997103e+02 -3.481651e+02
306 2246     -1.032837e+02 -3.417870e+02
306 9391     4.790059e+02 -3.323409e+02
306 9390     3.590048e+02 -3.329984e+02
306 10218     3.043450e+02 -3.240635e+02
306 375     -3.550927e+02 -3.264658e+02
306 7961     6.401932e+02 -3.196544e+02
306 9573     4.156860e+02 -3.149259e+02
306 2267     -1.023885e+02 -3.107227e+02
306 5090     -5.288289e+02 -3.036098e+02
