287 17565 64697
0 0     -2.652492e+02 -1.078278e+01
1.105105e+01
1.169183e+00
-4.955936e-01
1.082153e+01
-1.532853e+00
7.923886e-01
1.411239e+01
-3.379112e+00
6.066690e-01
1.113937e+01
1.270625e+00
-1.537914e+00
7.226539e+00
1.800160e+00
-1.842282e+00
1.019144e+01
1.045605e+00
-2.628652e+00
8.101910e+00
-3.325285e+00
-1.847570e+00
1.496208e+01
-3.115969e+00
-2.130745e+00
1.299607e+01
1.442918e+00
-2.712748e+00
7.851982e+00
1.160442e+00
-2.684579e+00
8.326257e+00
-3.299695e+00
-1.454614e+00
1.030654e+01
5.439832e-01
-9.197979e-01
1.326287e+01
-3.722292e+00
-1.478218e+00
1.139613e+01
-3.326559e+00
1.317492e+00
1.341195e+01
-5.233423e+00
-8.830643e-01
1.293408e+01
-1.210601e+00
-6.770276e-02
1.110914e+01
6.192138e-01
-2.325107e+00
5.830458e+00
1.609705e+00
-1.752856e+00
1.495622e+01
-3.688106e+00
-2.519842e+00
1.072629e+01
1.424047e+00
-2.739823e+00
8.012353e+00
-4.391259e+00
-2.515254e+00
1.287956e+01
6.802983e-01
-2.883323e+00
8.140503e+00
1.169223e+00
-2.915351e+00
7.754069e+00
1.059675e+00
-1.769451e+00
1.062371e+01
2.160539e-01
-2.019056e+00
9.752884e+00
1.167803e+00
-1.859667e+00
1.069599e+01
1.444376e+00
-2.234675e+00
9.046229e+00
-3.173519e+00
-2.195063e+00
9.786701e+00
1.176002e+00
-2.166255e+00
1.013111e+01
1.483508e+00
-2.145814e+00
1.090433e+01
6.829877e-01
-6.636782e-01
1.478217e+01
1.998316e+00
-4.289462e+00
1.072614e+01
1.736433e+00
-4.166329e+00
9.291440e+00
8.816125e-01
-2.983127e+00
1.392692e+01
1.169667e+00
-3.035301e+00
7.429173e+00
-3.558209e+00
-3.123331e+00
1.090154e+01
-3.721151e+00
-3.252152e+00
1.019477e+01
-3.254534e+00
-3.514912e+00
1.547802e+01
-3.720592e-03
-3.727858e+00
1.507593e+01
-5.125880e+00
-5.352846e-01
1.401017e+01
1.516386e+00
-4.606733e-01
9.561687e+00
-2.788620e+00
-4.463513e+00
1.149205e+01
-3.717208e+00
-3.159999e+00
1.147284e+01
-3.421523e+00
-3.147821e+00
8.047767e+00
6.048828e-01
-2.665069e+00
6.441833e+00
2.920272e+00
-4.440830e+00
1.369942e+01
3.130732e+00
9.711262e-01
1.111029e+01
-8.387195e+00
3.848863e+00
1.880050e+01
-4.505363e+00
-2.392022e+00
9.593557e+00
-1.237004e+00
-4.118712e+00
1.300698e+01
3.098375e+00
-5.318870e+00
1.276323e+01
5.087744e+00
-7.812891e+00
1.927027e+01
-4.441557e+00
-1.806283e+00
9.646454e+00
-5.731179e+00
2.549201e-01
1.228649e+01
-5.323180e+00
-1.029477e+00
1.242038e+01
-4.189528e+00
-4.787644e+00
1.056046e+01
-4.040471e+00
-2.723739e+00
8.839663e+00
-3.623127e+00
-3.512412e+00
9.298837e+00
1.847318e+00
-3.847225e-01
9.801668e+00
-1.293500e+00
-2.226463e+00
5.470373e+00
8.007994e-01
-2.953594e+00
8.056558e+00
9.963024e-02
3.910055e-01
1.328230e+01
-3.939004e+00
-3.185046e+00
9.218160e+00
-4.108817e-01
-3.139818e+00
6.686852e+00
-4.107224e+00
-2.695109e+00
9.374763e+00
-4.199117e+00
-2.677707e+00
1.037146e+01
-3.105553e+00
-2.904497e+00
8.027277e+00
-4.433494e+00
-4.605300e+00
1.154329e+01
-6.449307e+00
-5.510755e+00
1.500865e+01
-3.671485e+00
-4.329853e+00
1.012121e+01
-3.260457e+00
-3.487052e+00
8.209617e+00
-3.513594e+00
-4.427357e+00
1.118257e+01
-4.062422e+00
-1.052320e-01
9.368664e+00
-3.577956e+00
-2.421190e+00
9.963653e+00
-4.040231e+00
-1.840339e+00
9.309696e+00
-4.532923e+00
-1.199362e+00
1.295733e+01
-3.690437e+00
-1.654122e+00
1.129728e+01
-3.365986e+00
2.147755e+00
1.857272e+01
-4.959387e+00
-4.585547e-01
1.177095e+01
-1.448713e+01
-5.810862e+00
3.066725e+01
-2.171048e+00
-1.306825e+00
9.388582e+00
-4.064319e+00
-2.784510e-01
1.108998e+01
-2.608673e+00
-3.336263e-01
1.138428e+01
-4.971315e+00
-3.704124e-01
1.115636e+01
1.510059e+00
1.101241e-01
1.272997e+01
-2.488169e+00
1.676857e+00
1.593399e+01
-9.381485e-01
-3.313963e+00
1.779775e+01
-2.637413e+00
-4.081134e+00
1.016022e+01
-4.474764e+00
-5.421442e+00
1.168110e+01
-2.474172e+00
-1.914479e+00
1.204785e+01
-3.556261e+00
-2.287674e+00
9.794867e+00
-2.860221e+00
-6.327850e-01
1.007107e+01
-4.266382e+00
-2.464931e+00
9.146321e+00
-1.158637e+00
-4.255338e+00
1.095421e+01
-4.928703e+00
5.341977e-02
1.164387e+01
-2.890213e+00
-1.258330e+00
1.134225e+01
-7.425190e+00
1.094465e+00
1.873845e+01
-1.715677e-01
5.923371e-01
1.372614e+01
-2.157486e+00
-3.372787e+00
1.516025e+01
-3.319023e+00
-4.058732e+00
1.142406e+01
-2.692332e+00
-4.521985e+00
1.030101e+01
2.078835e-02
-4.695929e+00
1.065060e+01
-2.572767e-01
-4.813678e+00
1.087710e+01
-6.379111e-01
2.065749e+00
1.288685e+01
-2.877160e+00
-3.914995e+00
1.013827e+01
-3.342332e+00
-3.002868e+00
9.592068e+00
-3.550215e+00
-2.549284e+00
9.254843e+00
-2.417573e+00
-4.722276e+00
9.509954e+00
-2.702717e+00
-4.818329e+00
9.915591e+00
1.233028e+00
-4.724193e+00
1.392568e+01
-4.766057e+00
1.923111e-01
1.046666e+01
-1.122325e+00
1.237351e+00
1.730188e+01
-3.596905e+00
2.293785e-01
1.180431e+01
-4.225141e+00
-1.412958e+00
8.744293e+00
-3.277821e+00
-3.068168e+00
9.264906e+00
-6.681881e-02
-4.354456e+00
1.146230e+01
-4.052156e+00
-1.403840e+00
8.976780e+00
-4.340276e+00
-1.601686e+00
1.611385e+01
-2.857593e+00
-2.529199e+00
9.357633e+00
-3.069804e+00
-1.688471e+00
1.270946e+01
-3.944643e+00
-4.481801e+00
9.644352e+00
-3.326858e+00
-4.414080e+00
9.012676e+00
1.504932e+00
-3.378934e+00
1.130641e+01
9.714494e-01
-3.650234e+00
1.006727e+01
-3.626403e+00
-4.304199e+00
1.061809e+01
-4.099898e+00
-7.303812e-01
9.016255e+00
-7.287274e-01
-5.412669e+00
9.756323e+00
1.576072e+00
1.197030e+00
1.515505e+01
-6.484234e+00
4.449842e-01
1.201188e+01
-5.007966e+00
-1.693406e+00
1.061627e+01
-2.808268e+00
-1.025715e+00
1.455799e+01
-3.525002e+00
-2.055613e+00
1.061758e+01
-4.232312e+00
-2.485509e+00
9.068282e+00
-8.378119e-01
1.492984e+00
1.763403e+01
-4.632451e+00
-1.091773e+00
1.112263e+01
-3.611723e+00
-3.013534e+00
9.446619e+00
-3.339747e+00
-3.165731e+00
9.196378e+00
-5.266324e+00
-2.450873e+00
1.628814e+01
-3.707355e+00
-3.460011e+00
8.794139e+00
-2.237195e+00
-2.465518e+00
1.098973e+01
-4.134645e+00
-2.098884e+00
9.079147e+00
-4.232340e+00
-1.198222e+00
1.069085e+01
-2.854672e+00
-1.114941e+00
1.746613e+01
1.785158e-02
-2.697842e+00
1.021536e+01
-3.082130e+00
-3.845558e+00
1.655347e+01
1.289466e+00
-1.259394e+00
1.482686e+01
8.878871e-02
-9.207720e-01
1.162771e+01
1.425763e+00
-1.957268e+00
1.205611e+01
1.011733e+00
-4.106748e+00
1.048499e+01
2.032900e+00
9.177366e-01
1.313004e+01
-4.092804e+00
-2.671356e+00
1.845396e+01
1.500032e+00
-2.978816e+00
1.356878e+01
1.612859e+00
-3.513107e+00
1.486709e+01
-1.558208e-01
-4.623538e+00
1.274534e+01
-6.202123e-01
-2.183197e-01
9.334400e+00
4.509162e+00
8.788399e+00
3.394253e+01
-3.747946e+00
3.034681e-01
1.604182e+01
-4.191126e+00
-2.080866e-01
1.558619e+01
6.983604e-01
-4.316731e+00
1.261250e+01
5.275573e-01
-4.423917e+00
1.268898e+01
-1.190406e+00
-3.766645e+00
1.576544e+01
1.227568e+00
-3.162239e+00
1.563198e+01
-2.352960e+00
-1.275197e+00
1.151656e+01
1.940702e+00
1.792145e+00
1.564505e+01
-2.957731e+00
1.608258e-01
1.144586e+01
-3.351559e+00
-1.225247e+00
1.339958e+01
-8.179183e-02
-3.850814e+00
1.567778e+01
-1.072425e+00
-3.739480e+00
9.171311e+00
-8.969212e-01
-3.750746e+00
9.444620e+00
9.764761e-01
-4.083611e+00
1.287305e+01
1.206321e+00
-4.054887e+00
1.302825e+01
-2.080660e+00
2.630010e+00
1.865930e+01
-1.222434e+00
3.308516e-01
1.162644e+01
-3.417094e+00
-2.310555e+00
1.340665e+01
-3.124047e+00
-2.107900e+00
1.152052e+01
-3.285541e+00
-1.937657e+00
1.189339e+01
1.614974e+00
-1.531674e+00
1.174468e+01
8.925187e-01
-3.870088e+00
1.359853e+01
-9.508984e-01
-3.686908e+00
1.260342e+01
-5.970371e+00
-3.715525e+00
1.992807e+01
5.691226e-01
-8.600880e-01
1.265639e+01
1.608647e+00
-1.138695e+00
1.168637e+01
-2.527562e-01
-4.351358e+00
1.355611e+01
1.508164e+00
-1.640286e+00
1.138098e+01
-3.985365e+00
-6.658561e-01
1.504864e+01
-6.268670e-01
-3.800842e-01
1.566266e+01
-2.751151e+00
-3.142158e+00
1.403855e+01
-3.463489e+00
-2.373341e+00
1.494938e+01
-9.803798e-02
-6.601817e-01
1.462804e+01
-2.343949e+00
-8.547319e-02
1.136770e+01
1.611385e+00
7.828077e-01
1.315328e+01
1.624474e+00
-3.093337e+00
1.283569e+01
-3.670088e+00
-3.161264e+00
1.145207e+01
4.666357e+00
2.732398e-01
1.448580e+01
-1.714959e-01
-1.689954e+00
8.425869e+00
3.525299e+00
-3.625084e+00
1.258422e+01
-3.475067e+00
-2.501346e+00
9.896941e+00
3.491760e+00
-1.449147e+00
1.185502e+01
1.831417e+00
-3.366839e+00
1.154495e+01
-2.019624e+00
-2.131155e+00
7.115142e+00
-4.177354e+00
-1.166246e+00
1.118791e+01
2.942375e+00
-1.161486e+00
1.046890e+01
-3.359587e+00
-2.158149e+00
1.242161e+01
-2.872245e+00
-2.423480e+00
1.636193e+01
-1.272672e+00
-1.656188e+00
6.956889e+00
1.459601e+00
-2.365308e+00
8.024792e+00
-3.701003e+00
-4.050061e+00
8.455210e+00
-3.303669e+00
-4.340305e+00
8.760110e+00
-6.325920e+00
-1.540255e-01
1.404123e+01
-1.606531e+00
2.221210e-01
1.149280e+01
-3.277249e+00
-2.731548e+00
8.690921e+00
5.358352e-01
-1.963879e+00
9.315953e+00
1.559697e+00
-1.682833e+00
1.207285e+01
-7.710257e+00
-2.553391e+00
2.012167e+01
3.102609e+00
-3.684492e+00
1.312227e+01
-1.482169e-01
-5.575163e+00
1.342054e+01
3.545451e+00
-5.478505e+00
1.308219e+01
-2.533582e+00
-6.097014e+00
1.651117e+01
-3.551560e+00
-4.417826e+00
1.059701e+01
-1.459190e+00
-2.806201e+00
4.647151e+00
-1.345739e+00
2.379134e-01
1.260700e+01
-4.215072e+00
-7.469018e-01
9.409886e+00
2.297517e+00
-1.596702e+00
1.200414e+01
1.539279e+00
9.440451e-01
1.325117e+01
2.453185e+00
-1.033866e+00
1.036814e+01
1.768521e+00
-3.740909e-01
1.027363e+01
1.198924e+00
-2.898347e+00
1.157503e+01
1.708746e+00
-2.540497e+00
1.113457e+01
-3.711079e+00
-2.580988e+00
9.958019e+00
-3.210331e+00
-4.054971e+00
8.459299e+00
-3.287408e+00
-3.737139e+00
7.663647e+00
-8.208983e-01
-3.867516e+00
7.867747e+00
-3.317924e+00
-4.432687e+00
8.796397e+00
4.262407e+00
1.961853e+00
1.455956e+01
1.772315e+00
-3.260133e+00
8.882673e+00
4.114347e+00
-3.630507e+00
1.281935e+01
1.948123e+00
-7.464717e-01
9.811325e+00
1.828009e+00
-3.332974e-01
1.093440e+01
-3.529073e+00
-8.005789e-01
8.176424e+00
3.835696e+00
-1.269941e+00
1.268915e+01
4.633991e-01
-1.001689e-01
1.826475e+01
1.685826e+00
3.339394e-01
1.299380e+01
-4.782885e+00
-4.936682e-01
1.143853e+01
-5.380737e+00
-5.680728e-01
1.301492e+01
-2.147440e+00
-3.912765e-03
1.283244e+01
-2.251040e+00
-1.748794e+00
1.107762e+01
-4.273092e+00
1.509607e+00
1.916151e+01
1.809702e-01
-1.861850e+00
1.615196e+01
-1.423624e-01
7.171968e-01
1.408311e+01
-3.286086e+00
-1.568215e+00
1.199955e+01
-9.530126e-01
4.993490e-01
1.464155e+01
1.656103e+00
-3.382147e+00
1.363435e+01
-1.823467e+00
-2.003220e+00
1.565209e+01
-3.117093e-01
7.591372e-01
1.405984e+01
-1.910566e-01
-1.579073e+00
6.480159e+00
-3.601456e+00
-3.180187e+00
1.360438e+01
-1.397225e+00
-2.207275e+00
1.594837e+01
-9.321147e-01
-1.970074e+00
1.642761e+01
-4.494713e+00
3.926760e-02
1.649024e+01
1.796918e-01
-1.200156e+00
1.700756e+01
-5.400737e+00
-8.829011e-01
1.876866e+01
-5.566983e+00
-4.245887e+00
1.430425e+01
-4.747578e+00
-4.742176e+00
1.123644e+01
-3.326830e+00
-3.274290e-01
1.578827e+01
-4.909077e+00
-2.316448e+00
1.049444e+01
-7.355606e+00
6.752015e-01
1.806728e+01
-4.309865e+00
-4.473412e+00
1.515025e+01
-1.200458e+00
-5.661698e+00
1.437985e+01
3.248288e+00
2.673275e+00
1.908942e+01
-3.287698e+00
-3.262479e+00
1.455253e+01
-4.281751e+00
-2.374525e+00
9.401951e+00
-4.459970e+00
-2.097766e+00
9.790151e+00
-3.329626e+00
-4.512312e+00
1.598072e+01
2.273342e+00
2.170828e+00
1.661694e+01
3.340253e+00
-5.503565e+00
1.220687e+01
-3.574525e+00
-1.574013e+00
1.255313e+01
4.236762e+00
-2.645910e+00
1.365920e+01
1.522703e+00
-5.249263e+00
1.450289e+01
-2.444319e+00
-3.036077e+00
1.273111e+01
-6.177878e+00
-2.897836e+00
1.320891e+01
3.138723e+00
-2.943539e+00
1.224804e+01
-3.009276e+00
-5.311274e+00
1.545889e+01
1.548809e+00
-4.381874e+00
1.590322e+01
1.708773e+00
-2.290657e+00
1.585277e+01
1.496193e-01
3.078540e-01
1.290432e+01
-3.173794e+00
-4.890265e+00
1.082450e+01
3.319991e+00
-2.718849e+00
1.136368e+01
2.639326e+00
-1.956397e+00
1.388947e+01
2.979331e+00
-2.538097e-01
1.631242e+01
-1.745868e+00
-3.508012e+00
1.310688e+01
-4.572982e+00
-3.529405e+00
1.205175e+01
-1.129801e+00
-3.706017e+00
1.425627e+01
-3.873096e+00
-3.217659e+00
1.016453e+01
7.710686e-01
-2.822618e+00
1.117427e+01
-2.956054e+00
-2.498931e+00
1.385583e+01
-4.471572e+00
-2.849912e+00
1.196717e+01
2.985182e+00
-2.743844e+00
1.527210e+01
2.344915e+00
-2.998791e+00
1.592726e+01
-4.630128e+00
-3.231554e+00
1.182186e+01
-1.620525e+00
-5.618310e+00
1.417469e+01
3.022604e+00
-5.097968e+00
1.206587e+01
1.760129e+00
-5.832676e+00
1.284063e+01
2.513202e+00
-4.896747e+00
1.260450e+01
-4.677500e+00
-4.002134e+00
1.093257e+01
-4.823331e-01
-5.043451e+00
1.562542e+01
1.045570e+00
-4.916843e+00
1.299923e+01
-4.687236e+00
1.826247e-01
1.341937e+01
2.917989e+00
-1.900738e+00
1.500143e+01
-3.604621e+00
-3.008232e+00
7.875372e+00
-4.767410e+00
-2.587537e+00
1.130451e+01
2.544430e+00
-2.817077e+00
1.070238e+01
2.365543e+00
-2.050408e+00
1.061809e+01
-4.185209e+00
-2.409274e+00
1.015053e+01
3.781239e+00
-4.681164e+00
1.576843e+01
-3.682048e+00
-5.003996e+00
1.289152e+01
-2.040646e-01
-3.747820e+00
1.654318e+01
-4.629057e+00
-3.827246e+00
1.420173e+01
3.098674e+00
-4.071654e+00
1.183597e+01
-1.088022e+00
-4.042419e+00
1.178004e+01
-4.979343e+00
-4.200904e+00
1.486695e+01
9.815204e-01
-5.169895e-01
1.382011e+01
-3.583050e+00
-8.192967e-01
1.236928e+01
-5.097583e+00
-7.042685e-01
1.239605e+01
2.317677e+00
5.793911e-02
1.488210e+01
-3.727663e+00
-1.106595e+00
9.681012e+00
2.398055e+00
8.180380e-01
1.528004e+01
2.283560e+00
-5.709749e+00
1.543922e+01
2.480775e+00
-5.397902e+00
1.157255e+01
3.463202e+00
4.628349e-01
1.796654e+01
-2.735244e+00
-9.454234e-01
1.256531e+01
2.703843e+00
-1.483286e+00
1.455622e+01
-4.333250e+00
-2.521828e+00
9.365495e+00
5.359492e+00
-1.715494e-01
1.707869e+01
1.502706e+00
-1.492498e+00
1.667933e+01
-3.093091e+00
-2.784565e+00
8.837145e+00
-2.791167e+00
-2.527356e+00
7.913078e+00
-7.654189e+00
-2.363570e+00
1.843820e+01
2.860944e+00
-2.160629e+00
2.652723e+01
1.960514e+00
-3.453298e+00
1.205951e+01
-4.765477e-01
-8.801876e-01
1.327742e+01
2.680130e+00
-3.641271e+00
1.072665e+01
-4.379282e+00
-3.607691e+00
1.425794e+01
-4.552773e+00
-3.790493e+00
1.120280e+01
3.411809e+00
-2.531881e+00
1.363977e+01
9.381279e-01
-2.177157e+00
1.417283e+01
-3.633013e+00
-2.558060e+00
1.140100e+01
2.141076e+00
-2.582239e+00
1.235091e+01
-4.539149e+00
-2.376152e+00
1.349537e+01
1.833825e+00
-2.066123e+00
1.630980e+01
-5.291480e+00
-2.702896e+00
1.135476e+01
-3.116138e+00
-2.383537e+00
1.387769e+01
-4.844215e+00
-5.577974e-01
1.091111e+01
-2.829441e+00
-2.381817e+00
1.592576e+01
-2.691202e+00
-2.783001e+00
1.393327e+01
3.477465e+00
-2.037812e+00
1.186551e+01
-3.524793e+00
-2.459559e+00
1.653976e+01
-2.022364e-01
1.571592e+00
1.428861e+01
-4.699128e+00
-3.146242e+00
1.482547e+01
7.571086e-01
-9.904540e-01
1.389703e+01
-2.629481e+00
1.848532e+00
1.648556e+01
-4.330640e+00
-2.794162e+00
1.305045e+01
-2.137372e+00
7.337449e-01
1.516073e+01
-1.201337e+00
-4.834374e-02
1.105379e+01
-4.687175e+00
1.606134e+00
1.587430e+01
-4.340585e+00
-1.190076e+00
1.216682e+01
-4.385162e+00
1.334104e+00
1.593087e+01
-6.758861e-01
6.339802e+00
1.708199e+01
-4.278566e+00
1.664980e+00
1.228351e+01
4.622054e+00
4.143237e+00
1.740599e+01
3.388746e+00
3.316060e+00
1.387129e+01
1.006020e+00
-4.716374e+00
2.678571e+01
7.738161e-01
-1.206070e+00
1.183289e+01
-3.292556e+00
6.331862e-01
1.101266e+01
1.793841e+00
-3.490343e+00
1.145973e+01
2.539913e+00
-1.085771e+00
1.282614e+01
1.316723e+00
1.127558e+00
1.207037e+01
-1.864648e+00
-6.152870e-01
9.221406e+00
-3.513668e+00
-2.642153e+00
1.288476e+01
-3.260249e+00
-1.092581e+00
9.512475e+00
3.457872e+00
4.844906e-01
1.517989e+01
-1.691904e+01
-2.183525e-01
4.413307e+01
-1.049494e+00
4.016294e+00
1.290229e+01
1.315607e+00
-7.043811e-01
1.219398e+01
2.324614e+00
-1.562558e-01
1.297155e+01
1.288510e+00
-1.370970e+00
8.821694e+00
-9.296063e-01
2.130840e+00
1.138564e+01
1.440999e+00
-4.757787e+00
2.474426e+01
-1.098249e+00
-1.176625e+00
1.920220e+01
2.139720e+00
-2.210492e-01
1.298036e+01
3.539882e+00
2.817648e+00
1.386767e+01
7.634888e-01
-2.315849e+00
7.940645e+00
3.202853e+00
-1.409086e+00
1.443515e+01
-4.236697e+00
2.142700e+00
1.243432e+01
-1.655267e+00
-2.199513e+00
5.047899e+00
1.620669e+00
-3.397546e-01
8.651761e+00
3.455660e+00
-4.855124e-01
1.200467e+01
-3.305500e+00
-3.184616e+00
1.059320e+01
-1.442465e+00
-5.415868e+00
1.612949e+01
-3.757957e+00
-1.375028e+00
9.527336e+00
1.252647e+00
-2.261651e+00
1.039478e+01
3.583789e+00
-1.941926e+00
1.187427e+01
-1.166202e+00
1.362810e+00
1.514592e+01
7.700741e-01
-2.293758e+00
1.187045e+01
-3.539836e-01
-7.079692e-02
1.432370e+01
3.079211e+00
3.535897e-01
1.146040e+01
3.493076e+00
7.469462e-02
1.263607e+01
-4.546038e+00
-2.875801e+00
1.044860e+01
-6.464731e-02
-4.283853e+00
1.198176e+01
1.179795e+00
-2.902118e+00
7.316465e+00
2.920858e+00
-3.425829e-01
1.055747e+01
-3.580280e+00
-2.918652e+00
8.283955e+00
1.497271e+00
-2.822387e+00
7.381208e+00
1.285942e+00
-3.761236e+00
7.180451e+00
1.239537e+00
-2.818063e+00
8.085332e+00
-3.799160e+00
-9.606550e-01
8.225400e+00
3.662336e+00
1.265466e+00
1.379408e+01
-3.707353e+00
-1.341521e+00
1.138750e+01
2.800797e+00
-1.874606e+00
1.078662e+01
-3.319303e+00
-2.903236e+00
8.728408e+00
-3.745523e+00
-3.048098e+00
8.196888e+00
3.239721e+00
-2.957334e+00
1.125848e+01
-3.756888e+00
-7.833275e-01
8.110178e+00
3.189604e+00
1.291717e-01
1.186724e+01
-4.723975e+00
-1.229961e+00
9.569747e+00
-4.024808e+00
-3.994352e+00
1.073768e+01
4.139092e-01
-1.454905e-01
1.675445e+01
2.377661e+00
-3.156446e+00
1.170704e+01
-4.003044e+00
-3.208183e+00
1.459974e+01
1.015061e+00
-3.180144e+00
6.626106e+00
-3.606030e+00
-3.036132e+00
8.327629e+00
1.161542e+00
-3.989899e+00
8.142734e+00
2.961929e+00
-3.840933e+00
1.137612e+01
2.234737e+00
-3.639834e+00
8.623919e+00
-9.303976e-01
-3.801226e+00
9.429911e+00
-4.857382e+00
-4.926092e+00
1.360017e+01
2.442537e+00
2.073179e+00
1.462858e+01
1.068294e+00
-3.419670e+00
6.535910e+00
-7.263092e-01
-3.727158e+00
9.476637e+00
3.321576e+00
-4.382906e+00
1.053860e+01
-4.004590e+00
-3.310065e+00
9.505734e+00
1.000923e+00
-3.184228e+00
6.467256e+00
-3.852076e+00
-3.503348e+00
9.370628e+00
-4.038757e+00
-3.817977e+00
9.647560e+00
3.966195e-01
-7.533242e-02
1.112062e+01
3.409454e+00
2.685143e-01
1.166171e+01
-4.035291e+00
-4.531441e+00
1.030584e+01
1.194442e+00
-3.861301e+00
6.949204e+00
-4.034176e+00
-4.900555e+00
1.036745e+01
1.226156e+00
-3.956435e+00
7.190938e+00
9.990752e-01
1.102289e-01
1.766995e+01
-3.398433e+00
-2.736010e+00
1.435039e+01
-5.167421e+00
-2.861436e+00
1.225804e+01
-3.737077e+00
-2.781574e+00
1.494258e+01
2.058743e+00
-2.446712e+00
1.244570e+01
-4.938948e+00
-2.633928e+00
1.200404e+01
1.320306e+00
-2.760825e+00
1.002910e+01
2.614770e+00
-2.292069e+00
1.229812e+01
-3.989541e+00
-4.850003e+00
1.056136e+01
-3.685495e+00
-2.503633e+00
9.712042e+00
-7.623467e-01
-4.725422e+00
2.548447e+01
-4.863927e+00
-6.668194e-01
1.146184e+01
1.699908e+00
-2.641385e+00
7.892936e+00
-2.662659e+00
-2.312446e+00
1.350203e+01
1.400540e+00
-3.254263e+00
8.154396e+00
1.537976e+00
-3.266647e+00
1.048719e+01
-7.676160e-01
-1.026832e+00
9.230077e+00
4.475923e-01
-1.965660e+00
1.835190e+01
-3.765008e+00
-4.306550e+00
9.473138e+00
1.307764e+00
-4.243309e+00
1.120295e+01
1.198152e+00
-3.108230e+00
6.994036e+00
-4.317204e+00
-2.638460e+00
9.010378e+00
-3.548557e+00
-4.303463e-01
7.785828e+00
7.321289e-01
3.947014e-01
1.254429e+01
1.777018e+00
-1.562533e+00
9.593035e+00
-3.493365e+00
-2.036948e+00
1.085160e+01
-7.080611e-01
-3.647926e+00
1.028308e+01
-3.615168e+00
-2.864446e+00
9.383768e+00
3.304490e+00
-6.372735e-01
1.176638e+01
-1.121902e+00
-4.257970e+00
1.078623e+01
-3.850587e+00
-4.015414e+00
1.067045e+01
1.397831e+00
-1.829118e-01
1.050114e+01
-9.073209e-01
3.949268e+00
1.459319e+01
1.610559e+00
-2.718568e+00
7.820923e+00
1.984333e+00
-5.208959e-01
1.456165e+01
-4.336244e+00
-2.941670e+00
1.015664e+01
1.612075e+00
-2.351642e+00
9.331487e+00
-3.954739e+00
-2.746153e+00
1.093129e+01
1.490110e+00
-2.828929e+00
7.963976e+00
1.497848e+00
-2.640635e+00
7.852905e+00
-3.109655e-01
2.436463e+00
1.225492e+01
-2.130229e+00
-2.475435e-01
1.020339e+01
-2.987194e-01
6.318334e-01
1.368337e+01
-3.157895e+00
-2.499564e+00
9.236116e+00
-4.018376e+00
-4.177835e+00
8.650995e+00
-4.459941e+00
-2.950807e+00
8.835836e+00
1.529130e+00
-2.009063e+00
1.378161e+01
1.485195e+00
-3.037850e+00
7.267498e+00
1.007944e+00
3.391197e-01
1.233054e+01
-1.105843e+00
-7.154950e-01
1.375235e+01
-4.775285e+00
-1.045561e-01
1.167724e+01
1.605002e+00
-3.197506e+00
1.441945e+01
1.184741e+00
-2.490513e+00
8.776960e+00
3.040755e-01
-1.438936e+00
1.331968e+01
-5.298704e-01
-2.951610e+00
4.003930e+00
1.702360e+00
-4.447331e+00
1.160146e+01
-8.891100e-01
-5.270840e+00
6.617594e+00
-1.173784e+00
-5.300565e+00
6.338809e+00
-2.951612e+00
-1.623360e+00
9.945069e+00
-9.206096e-01
-3.648195e+00
1.038742e+01
-3.436075e+00
-4.771291e+00
1.317800e+01
1.626152e+00
-4.999658e+00
1.448147e+01
-1.515276e+00
-5.522257e+00
1.296573e+01
-1.687323e+00
-3.506016e+00
7.759871e+00
-9.777935e-01
-5.187235e+00
6.356013e+00
-9.281945e-01
-5.258287e+00
6.479806e+00
-2.912667e+00
-4.656496e+00
1.194707e+01
-3.389089e+00
-4.636687e+00
1.187581e+01
-3.378171e+00
-2.254778e+00
9.775436e+00
-3.472983e+00
-1.814330e+00
1.139640e+01
-4.165387e+00
-2.556229e+00
1.285784e+01
-3.249862e+00
-2.393152e+00
9.387134e+00
2.426139e+00
-3.805003e+00
1.410912e+01
-8.121589e-01
-5.207891e+00
6.081335e+00
-3.217345e+00
-2.297369e+00
9.668129e+00
2.712059e+00
-1.899931e+00
1.306455e+01
2.029586e+00
-2.576146e+00
1.222009e+01
3.617884e-01
-2.453347e+00
1.026157e+01
-3.431329e+00
-2.076847e+00
1.703017e+01
-1.052799e+00
-3.995889e+00
1.091467e+01
-8.916071e-01
-4.293537e+00
1.028658e+01
-4.026193e+00
-4.308843e+00
1.094050e+01
-3.743851e+00
-4.524801e+00
1.269240e+01
-3.834180e+00
-4.021980e+00
1.086199e+01
-6.446411e-01
-3.710592e+00
4.875715e+00
2.336366e+00
-5.959058e+00
1.176997e+01
2.628102e+00
-5.313849e+00
1.219817e+01
2.490079e+00
-4.918126e+00
1.163909e+01
-3.132510e+00
-1.996520e+00
1.090955e+01
-2.230330e+00
-2.228228e+00
9.333219e+00
-3.170985e+00
-2.030004e+00
1.033753e+01
3.226562e+00
-1.260314e+00
1.476076e+01
-3.675915e+00
-2.958898e+00
1.165844e+01
-3.497644e+00
-2.453492e+00
1.164642e+01
-1.186058e-01
-1.566152e-02
1.547288e+01
-1.800232e+00
-1.674658e+00
9.063706e+00
-8.553346e-01
1.509409e+00
1.890716e+01
-2.708086e+00
1.030017e+00
1.716425e+01
1.356709e+00
-1.966142e+00
9.885194e+00
